product,product-href,price,mobo-type,chipset
GIGABYTE GA-H81-D3 LGA 1150 Intel H81 SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813128665,129,intel,lga-1150
GIGABYTE GA-Z87X-UD4H LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813128617,null,intel,lga-1150
ASUS GRYPHON Z87 LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 uATX Intel Motherboard,https://www.newegg.com/p/N82E16813131977,null,intel,lga-1150
MSI Z97-GD65 Gaming LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130769,549,intel,lga-1150
MSI H97M-G43 LGA 1150 Intel H97 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130784,524,intel,lga-1150
ASUS Q87T/CSM LGA 1150 Intel Q87 HDMI SATA 6Gb/s USB 3.0 Thin Mini-ITX Intel Motherboard For AiO And Ultra Slim Systems,https://www.newegg.com/p/N82E16813132071,90,intel,lga-1150
ASUS Z87-K LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard with UEFI BIOS,https://www.newegg.com/p/N82E16813132203,129,intel,lga-1150
ASUS H81M-A LGA 1150 Intel H81 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813132044,149,intel,lga-1150
ASUS B85M-G LGA 1150 Intel B85 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813131986,198,intel,lga-1150
MSI Z97-Gaming 9 AC LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130767,389,intel,lga-1150
MSI H81M-P33 LGA 1150 Intel H81 SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130731,null,intel,lga-1150
ASUS Z87-PRO (V EDITION) LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813132046,266,intel,lga-1150
GIGABYTE G1 Gaming GA-Z97MX-Gaming 5 (rev. 1.0) LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/gigabyte-g1-gaming-ga-z97mx-gaming-5/p/N82E16813128716,279,intel,lga-1150
GIGABYTE GA-Z97M-D3H(Rev. 1.1)LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/1JW-000J-001M5,152,intel,lga-1150
Colorful H81-DS V20 Intel H81 LGA 1150 M-ATX Motherboard SATA 6Gb/s USB 3.0 Micro ATX  (Chinese Manual Only),https://www.newegg.com/colorful-v20-h81-ds/p/1JW-002S-00007,81,intel,lga-1150
"ASUS MAXIMUS VI FORMULA LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 ATX gaming board with double-sided ROG Armor, 23C-degrees cooler CrossChill and 120dB SNR, 600ohm audio",https://www.newegg.com/p/N82E16813132038,594,intel,lga-1150
GIGABYTE GA-B85M-HD3-A (rev. 1.0) LGA 1150 Intel B85 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813128857,null,intel,lga-1150
MSI Z97-Gaming 3 LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130772,null,intel,lga-1150
ASRock Z97 EXTREME4/3.1 M.2 USB 3.1 LGA1150 Intel Z97 motherboard,https://www.newegg.com/p/1JW-001Z-00194,175,intel,lga-1150
GIGABYTE GA-Z97X-SOC Force LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813128704,299,intel,lga-1150
ASUS H81M-D PLUS LGA 1150 Intel H81 SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813132083,126,intel,lga-1150
ASUS Z97-C LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813132401,169,intel,lga-1150
ASUS H87M-E LGA 1150 Intel H87 HDMI SATA 6Gb/s USB 3.0 uATX Intel Motherboard,https://www.newegg.com/p/N82E16813131995,189,intel,lga-1150
"Jetway JNF9QU-Q87 Intel Socket LGA 1150, HDMI, 4*SATA3 + mSATA/mPCIE Combo, Onboard TPM, Mini-ITX MB",https://www.newegg.com/p/N82E16813153298,225,intel,lga-1150
MSI Z87 MPOWER MAX AC LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130751,263,intel,lga-1150
ASUS Z87-A LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813131981,250,intel,lga-1150
Abit AB-H81M VH motherboard home office full solid version H81M chipset / supports LGA1150CPU AB-H81M VH,https://www.newegg.com/abit-ab-h81m-vh/p/1JW-00HV-00005,186,intel,lga-1150
MSI Z87 MPOWER LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 ATX Extreme OC Flagship High Performance Triple CFX/ SLI Platform Intel Motherboard,https://www.newegg.com/p/N82E16813130691,null,intel,lga-1150
MSI B85-G41 PC Mate LGA 1150 Intel B85 HDMI SATA 6Gb/s USB 3.0 ATX High Performance CF Intel Motherboard,https://www.newegg.com/p/1JW-001M-002D4,99,intel,lga-1150
MSI MSI Gaming Z97A GAMING 6 LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.1 USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/1JW-001M-004S7,null,intel,lga-1150
ASUS MAXIMUS VI GENE LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813131975,438,intel,lga-1150
ASRock H81 PRO BTC R2.0 LGA 1150 Intel ATX Cryptocurrency Mining Motherboard,https://www.newegg.com/p/1JW-00HS-000K4,null,intel,lga-1150
MSI B85M-P33 V2 LGA 1150 Intel B85 SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130739,115,intel,lga-1150
ASUS H97-PLUS LGA 1150 Intel H97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/1JW-00EE-00033,117,intel,lga-1150
Asus H81M-D Desktop Motherboard - Intel H81 Chipset - Socket H3 LGA-1150,https://www.newegg.com/p/N82E16813132219,147,intel,lga-1150
Colorful C.H81A-BTC V20 6 GPU BTC Ethereum litecoin Mining Motherboard Systemboard for Intel H81/LGA1150 Socket Processor DDR3 SATA3.0 for Miner Mining Desktop,https://www.newegg.com/p/1JW-002T-00002,142,intel,lga-1150
GIGABYTE G1 Gaming GA-Z97X-Gaming 5 (rev. 1.0) LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/gigabyte-g1-gaming-ga-z97x-gaming-5/p/N82E16813128709,209,intel,lga-1150
ASUS Z87-EXPERT LGA 1150 Intel Z87 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813131992,353,intel,lga-1150
MSI Z97S SLI Krait Edition LGA 1150 Intel Z97 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard,https://www.newegg.com/p/N82E16813130801,null,intel,lga-1150
GIGABYTE GA-B85M-DS3H (rev. 3.0) LGA 1150 Intel B85 HDMI SATA 6Gb/s USB 3.0 Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813128672,null,intel,lga-1150
