product,product-href,price,mobo-type,chipset
ASUS PRIME B460M-A LGA 1200 Intel B460 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119296,99,intel,lga-1200
ASUS PRIME Z490M-PLUS LGA 1200 Intel Z490 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119273,149,intel,lga-1200
"GIGABYTE Z490 AORUS MASTER LGA 1200 Intel Z490 ATX Motherboard with Triple M.2, SATA 6Gb/s, USB 3.2 Gen 2, WIFI 6, 2.5 GbE LAN",https://www.newegg.com/p/N82E16813145196,369,intel,lga-1200
"GIGABYTE H470I AORUS PRO AX LGA 1200 Intel H470 Mini-ITX Motherboard with Dual M.2, SATA 6Gb/s, USB 3.2 Gen 1, WIFI 6, 2.5 GbE LAN",https://www.newegg.com/p/2MG-000K-000T6,205,intel,lga-1200
ASUS TUF GAMING B460-PRO (WI-FI) LGA 1200 Intel B460 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119288,139,intel,lga-1200
"GIGABYTE H470M DS3H LGA 1200 Intel H470 Micro-ATX Motherboard with Dual M.2, SATA 6Gb/s, USB 3.2 Gen 1",https://www.newegg.com/p/2MG-000K-000T4,136,intel,lga-1200
ASRock H470 Phantom Gaming 4 LGA 1200 Intel H470 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157928?&quicklink=true,99,intel,lga-1200
ASRock B460M-HDV LGA 1200 Intel B460 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157947,74,intel,lga-1200
ASRock B460M-ITX/AC LGA 1200 Intel B460 SATA 6Gb/s Mini ITX Intel Motherboard,https://www.newegg.com/p/N82E16813157948,94,intel,lga-1200
Abit AB-320M VDH motherboard home office full solid version AMD320 chipset supports AM4 interface processor AB-320M VDH,https://www.newegg.com/abit-ab-320m-vh/p/1JW-00HV-00002,169,intel,lga-1200
SUPERMICRO MBD-C9Z490-PG-O LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813183702,342,intel,lga-1200
MSI MPG Z490 GAMING CARBON WIFI LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813144333,359,intel,lga-1200
MSI MEG Z490I UNIFY LGA 1200 Intel Z490 SATA 6Gb/s Mini ITX Intel Motherboard,https://www.newegg.com/p/N82E16813144342,359,intel,lga-1200
ASRock W480 CREATOR LGA 1200 Intel W480 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157956,449,intel,lga-1200
ASRock H470M PRO4 LGA 1200 Intel H470 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157929,105,intel,lga-1200
ASUS ROG STRIX Z490-G GAMING (WI-FI) LGA 1200 Intel Z490 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/asus-rog-strix-z490-g-gaming/p/N82E16813119294,249,intel,lga-1200
"GIGABYTE H470 HD3 LGA 1200 Intel H470 ATX Motherboard with Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2",https://www.newegg.com/p/2MG-000K-000T5,148,intel,lga-1200
MSI MPG Z490 GAMING PLUS LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813144305,169,intel,lga-1200
MSI PRO Z490-A PRO LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/msi-z490-a-pro/p/N82E16813144306,159,intel,lga-1200
MSI MPG Z490 GAMING EDGE WIFI LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813144321,285,intel,lga-1200
ASUS PRO Q470M-C/CSM LGA 1200 Intel Q470 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119302,159,intel,lga-1200
MSI PRO H410M-A PRO LGA 1200 Intel H410 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/msi-h410m-a-pro/p/N82E16813144318,67,intel,lga-1200
ASUS PRIME H410M-A/CSM LGA 1200 Intel H410 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119299,79,intel,lga-1200
ASUS PRIME H470-PLUS/CSM LGA 1200 Intel H470 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119303,119,intel,lga-1200
ASUS PRIME B460-PLUS LGA 1200 Intel B460 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119298,109,intel,lga-1200
ASRock Z490 Pro4 LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157923,149,intel,lga-1200
ASUS PRIME Z490-P LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119272,159,intel,lga-1200
ASUS ROG STRIX B460-I GAMING LGA 1200 Intel B460 SATA 6Gb/s Mini ITX Intel Motherboard,https://www.newegg.com/asus-rog-strix-b460-i-gaming/p/N82E16813119287,149,intel,lga-1200
ASRock Z490M Pro4 LGA 1200 Intel Z490 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157924,129,intel,lga-1200
ASUS ROG STRIX Z490-E GAMING LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/asus-rog-strix-z490-e-gaming/p/N82E16813119268?&quicklink=true,299,intel,lga-1200
"GIGABYTE B460 AORUS PRO AC LGA 1200 Intel B460 ATX Motherboard with Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2, Intel 802.11ac, 2.5 GbE LAN",https://www.newegg.com/p/N82E16813145211,139,intel,lga-1200
MSI MAG B460 TOMAHAWK LGA 1200 Intel B460 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813144311,139,intel,lga-1200
ASUS ProART Z490-CREATOR 10G LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119290,299,intel,lga-1200
"GIGABYTE Z490M GAMING X LGA 1200 Intel Z490 Micro-ATX Motherboard with M.2, SATA 6Gb/s, USB 3.2 Gen 2",https://www.newegg.com/p/N82E16813145189,159,intel,lga-1200
ASUS ROG MAXIMUS XII HERO (WI-FI) LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/asus-rog-maximus-xii-hero/p/N82E16813119267?&quicklink=true,399,intel,lga-1200
ASUS ROG MAXIMUS XII FORMULA LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/asus-rog-maximus-xii-formula/p/N82E16813119292,499,intel,lga-1200
ASUS PRIME Z490-A LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119289,229,intel,lga-1200
ASUS ROG STRIX B460-H GAMING LGA 1200 Intel B460 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/asus-rog-strix-b460-h-gaming/p/N82E16813119286,139,intel,lga-1200
MSI MPG Z490 GAMING CARBON WIFI LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813144300,269,intel,lga-1200
ASRock Z490 Phantom Gaming 4 LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157918,129,intel,lga-1200
ASRock B460M STEEL LEGEND LGA 1200 Intel B460 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157950,104,intel,lga-1200
MSI PRO B460M-A PRO LGA 1200 Intel B460 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/msi-b460m-a-pro/p/N82E16813144316,74,intel,lga-1200
ASRock B460 PRO4 LGA 1200 Intel B460 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157945,99,intel,lga-1200
MSI MAG B460M MORTAR LGA 1200 Intel B460 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813144313,114,intel,lga-1200
ASRock Z490 AQUA LGA 1200 Intel Z490 SATA 6Gb/s Extended ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157926,"1,099",intel,lga-1200
MSI MAG Z490 TOMAHAWK LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813144303,189,intel,lga-1200
MSI B460M PRO-VDH WIFI LGA 1200 Intel B460 Intel Motherboard,https://www.newegg.com/p/N82E16813144315,99,intel,lga-1200
ASUS PRIME Z490-P LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119272R,135,intel,lga-1200
ASUS TUF GAMING Z490-PLUS LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119307,179,intel,lga-1200
ASUS PRIME H410M-E LGA 1200 Intel H410 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119301,79,intel,lga-1200
"GIGABYTE B460M DS3H LGA 1200 Intel B460 Micro-ATX Motherboard with M.2, SATA 6Gb/s, USB 3.2 Gen 1",https://www.newegg.com/gigabyte-ultra-durable-b460m-ds3h/p/N82E16813145206,69,intel,lga-1200
"GIGABYTE Z490 AORUS XTREME LGA 1200 Intel Z490 E-ATX Motherboard with Triple M.2, SATA 6Gb/s, USB 3.2 Gen 2, WIFI 6, 10 GbE LAN, Dual Thunderbolt 3, ESSential USB DAC",https://www.newegg.com/p/N82E16813145197,799,intel,lga-1200
Abit AB-68M VH motherboard home office supports AMD FM2/FM2+ processor AB-68M VH,https://www.newegg.com/abit-ab-68m-vh/p/1JW-00HV-00001,168,intel,lga-1200
ASUS PRO H410M-C/CSM LGA 1200 Intel H410 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119300,79,intel,lga-1200
"GIGABYTE Z490 AORUS ELITE LGA 1200 Intel Z490 ATX Motherboard with Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2, 2.5 GbE LAN",https://www.newegg.com/p/N82E16813145192,199,intel,lga-1200
ASRock H470 STEEL LEGEND LGA 1200 Intel H470 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157942?&quicklink=true,139,intel,lga-1200
MSI MEG Z490 UNIFY LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813144337,465,intel,lga-1200
ASUS PRIME H470M-PLUS/CSM LGA 1200 Intel H470 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119304,109,intel,lga-1200
ASUS PRO B460M-C/CSM LGA 1200 Intel B460 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119297,109,intel,lga-1200
MSI MEG Z490 ACE LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813144298,399,intel,lga-1200
ASRock H410M-HDV LGA 1200 Intel H410 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157931,59,intel,lga-1200
"GIGABYTE Z490 VISION D LGA 1200 Intel Z490 ATX Motherboard with Triple M.2, SATA 6Gb/s, USB 3.2 Gen 2, WIFI 6, 2.5 GbE LAN, Dual Thunderbolt 3",https://www.newegg.com/p/N82E16813145191,299,intel,lga-1200
ASUS Pro WS W480-ACE LGA 1200 Intel W480 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119308,279,intel,lga-1200
"GIGABYTE Z490 VISION G LGA 1200 Intel Z490 ATX Motherboard with Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2, 2.5 GbE LAN, SLI Support",https://www.newegg.com/p/N82E16813145190,199,intel,lga-1200
ASUS ROG STRIX Z490-H GAMING LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/asus-rog-strix-z490-h-gaming/p/N82E16813119295,219,intel,lga-1200
MSI MEG Z490I UNIFY LGA 1200 Intel Z490 SATA 6Gb/s Mini ITX Intel Motherboard,https://www.newegg.com/p/N82E16813144301,269,intel,lga-1200
ASUS ROG STRIX Z490-A GAMING LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/asus-rog-strix-z490-a-gaming/p/N82E16813119270,249,intel,lga-1200
EVGA Z490 FTW WiFi 122-CL-E497-KR LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/evga-z490-ftw-wifi-122-cl-e497-kr/p/N82E16813188201,329,intel,lga-1200
ASUS ROG MAXIMUS XII EXTREME LGA 1200 Intel Z490 SATA 6Gb/s Extended ATX Intel Motherboard,https://www.newegg.com/asus-rog-maximus-xii-extr/p/N82E16813119291?&quicklink=true,849,intel,lga-1200
ASUS ROG STRIX H470-I GAMING LGA 1200 Intel H470 SATA 6Gb/s Mini ITX Intel Motherboard,https://www.newegg.com/asus-rog-strix-h470-i-gaming/p/N82E16813119306,159,intel,lga-1200
ASUS TUF GAMING H470-PRO (WI-FI) LGA 1200 Intel H470 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119305,149,intel,lga-1200
ASRock Z490 Taichi LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157922,349,intel,lga-1200
MSI MEG Z490 GODLIKE LGA 1200 Intel Z490 SATA 6Gb/s Extended ATX Intel Motherboard,https://www.newegg.com/p/N82E16813144297,749,intel,lga-1200
ASRock Z490 Phantom Gaming 4/2.5G LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157919,149,intel,lga-1200
"GIGABYTE Z490 AORUS PRO AX LGA 1200 Intel Z490 ATX Motherboard with Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2, WIFI 6, 2.5 GbE LAN",https://www.newegg.com/p/N82E16813145194,249,intel,lga-1200
ASRock Z490 Extreme4 LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157916,179,intel,lga-1200
"GIGABYTE Z490 AORUS ULTRA-GU (G2 Edition) LGA 1200 Intel Z490 ATX Motherboard with Triple M.2, SATA 6Gb/s, USB 3.2 Gen 2, WIFI 6, 2.5 GbE LAN, ESSential USB DAC",https://www.newegg.com/p/N82E16813145218,389,intel,lga-1200
"GIGABYTE Z490 AORUS XTREME WATERFORCE LGA 1200 Intel Z490 E-ATX Motherboard with Triple M.2, SATA 6Gb/s, USB 3.2 Gen 2, WIFI 6, 10 GbE LAN, Dual Thunderbolt 3, All-In-One Monoblock",https://www.newegg.com/p/N82E16813145198,"1,299",intel,lga-1200
"GIGABYTE Z490 UD AC LGA 1200 Intel Z490 ATX Motherboard with Dual M.2, SATA 6Gb/s, USB 3.2 Gen 2, Intel 802.11ac",https://www.newegg.com/p/N82E16813145199,169,intel,lga-1200
ASRock Z490 Steel Legend LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157921,174,intel,lga-1200
ASUS TUF GAMING B460M-PLUS (WI-FI) LGA 1200 Intel B460 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813119309,129,intel,lga-1200
MSI MEG Z490 UNIFY LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813144299,299,intel,lga-1200
ASRock Z490 Phantom Gaming-ITX/TB3 LGA 1200 Intel Z490 SATA 6Gb/s Mini ITX Intel Motherboard,https://www.newegg.com/p/N82E16813157920,269,intel,lga-1200
ASRock B460 Phantom Gaming 4 LGA 1200 Intel B460 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157932,89,intel,lga-1200
ASRock B460M PRO4 LGA 1200 Intel B460 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157946,89,intel,lga-1200
ASRock Z490M-ITX/ac LGA 1200 Intel Z490 SATA 6Gb/s Mini ITX Intel Motherboard,https://www.newegg.com/p/N82E16813157925,149,intel,lga-1200
ASUS ROG STRIX Z490-I GAMING LGA 1200 Intel Z490 SATA 6Gb/s Mini ITX Intel Motherboard,https://www.newegg.com/asus-rog-strix-z490-i-gaming/p/N82E16813119278,299,intel,lga-1200
"GIGABYTE Z490 AORUS ULTRA LGA 1200 Intel Z490 ATX Motherboard with Triple M.2, SATA 6Gb/s, USB 3.2 Gen 2, WIFI 6, 2.5 GbE LAN",https://www.newegg.com/p/N82E16813145195,299,intel,lga-1200
ASUS ROG STRIX Z490-F GAMING LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/asus-rog-strix-z490-f-gaming/p/N82E16813119269,269,intel,lga-1200
"Supermicro MBD-C9Z490-PGW-O, 10th Gen Intel Core CPU Supported, Wi-Fi, Four PCI-e x16, Two M.2 NVMe, USB 3.2 Gen2",https://www.newegg.com/p/N82E16813183703,368,intel,lga-1200
ASUS ROG MAXIMUS XII APEX LGA 1200 Intel Z490 SATA 6Gb/s ATX Intel Motherboard,https://www.newegg.com/asus-rog-maximus-xii-apex/p/N82E16813119293,419,intel,lga-1200
ASRock H410M-HDV/M.2 LGA 1200 Intel H410 SATA 6Gb/s Micro ATX Intel Motherboard,https://www.newegg.com/p/N82E16813157943,64,intel,lga-1200
