product,product-href,price,cpu-type,socket
INTEL Sla5E Core 2 Duo E6300 Dualcore 1.86Ghz 2Mb L2 Cache 1066Mhz Fsb Socket Lga775 65Nm Processor Only,https://www.newegg.com/intel-core-2-duo-e6300/p/N82E16819116691,93,intel,lga-775
Intel Pentium E6300 Wolfdale Dual-Core 2.8 GHz LGA 775 65W E6300 (SLGU9) Desktop Processor,https://www.newegg.com/intel-pentium-e6300/p/N82E16819116451,565,intel,lga-775
Intel Pentium E2160 Allendale Dual-Core 1.8 GHz LGA 775 65W BX80557E2160 Processor,https://www.newegg.com/intel-dual-core-pentium-e2160/p/N82E16819116036,19,intel,lga-775
Intel Pentium 4 570J Prescott Single-Core 3.8 GHz LGA 775 BX80547PG3800EJ Processor,https://www.newegg.com/intel-pentium-4-570j/p/N82E16819116190,49,intel,lga-775
Intel Core 2 Quad Q9450 2.66 GHz LGA 775 SLAWR Desktop Processor,https://www.newegg.com/intel-core-2-quad-q9450/p/N82E16819116719,335,intel,lga-775
Intel Pentium D 915 Presler Dual-Core 2.8 GHz LGA 775 95W SL9KB Desktop Processor,https://www.newegg.com/intel-pentium-d-915/p/N82E16819116688,79,intel,lga-775
Intel Pentium 4 519J Prescott Single-Core 3.06 GHz LGA 775 84W P4 519J (SL87L) Desktop Processor,https://www.newegg.com/intel-pentium-4-519j/p/N82E16819116437,225,intel,lga-775
Intel Core 2 Extreme QX6850 Kentsfield Quad-Core 3.0 GHz LGA 775 130W BX80562QX6850 Processor,https://www.newegg.com/intel-core-2-extreme-qx6850/p/N82E16819115026,"1,275",intel,lga-775
Intel Pentium D 820 Smithfield Dual-Core 2.8 GHz LGA 775 95W BX80551PG2800FN Processor,https://www.newegg.com/intel-pentium-d-820/p/N82E16819116213,185,intel,lga-775
Intel Core 2 Duo E6400 Conroe Dual-Core 2.13 GHz LGA 775 HH80557PH0462M Processor,https://www.newegg.com/intel-core-2-duo-e6400/p/N82E16819115009,17,intel,lga-775
Intel Core2 Quad Q9400 Quad-Core 2.66 GHz LGA 775 95W BX80580Q9400 Processor,https://www.newegg.com/intel-core-2-quad-core2-quad-q9400/p/N82E16819115131,51,intel,lga-775
Intel Celeron E1400 Allendale Dual-Core 2.0 GHz LGA 775 65W BX80557E1400 Processor,https://www.newegg.com/intel-celeron-e1400/p/N82E16819116069,29,intel,lga-775
Intel Core 2 Duo E8400 Wolfdale Dual-Core 3.0 GHz LGA 775 65W BX80570E8400 Processor,https://www.newegg.com/intel-core-2-duo-e8400/p/N82E16819115037?&quicklink=true,149,intel,lga-775
Intel Pentium 4 530J Prescott Single-Core 3.0 GHz LGA 775 P4 530J (SL7PU) Desktop Processor,https://www.newegg.com/intel-pentium-4-530j/p/N82E16819116436,129,intel,lga-775
Intel Core 2 Duo E6550 Conroe Dual-Core 2.33 GHz LGA 775 65W BX80557E6550 Processor,https://www.newegg.com/intel-core-2-duo-e6550/p/N82E16819115030,255,intel,lga-775
Intel Core 2 Duo E6600 Conroe Dual-Core 2.4 GHz LGA 775 65W SL9ZL Desktop Processor,https://www.newegg.com/intel-core-2-duo-e6600/p/N82E16819116695,79,intel,lga-775
Intel Core 2 Quad Q9400 Yorkfield Quad-Core 2.66 GHz LGA 775 95W AT80580PJ0676M Desktop Processor,https://www.newegg.com/intel-core-2-quad-q9400/p/N82E16819116384,69,intel,lga-775
Intel Core 2 Duo E4700 Dual-Core 2.6 GHz LGA 775 65W BX80557E4700 Processor,https://www.newegg.com/intel-core-2-duo-e4700/p/N82E16819115045,51,intel,lga-775
Intel Core 2 Duo E8400 Wolfdale Dual-Core 3.0 GHz LGA 775 65W BX80570E8400 Processor,https://www.newegg.com/intel-core-2-duo-e8400/p/N82E16819117588,30,intel,lga-775
INTEL Sl9D9  Pentium D 925 3.0Ghz 4Mb L2 Cache 800Mhz Fsb Lga775 Socket 65Nm 95W Processor Only,https://www.newegg.com/intel-pentium-d-925/p/N82E16819116490,79,intel,lga-775
Intel Core 2 Duo E4600 Allendale Dual-Core 2.4 GHz LGA 775 65W HH80557PG0562M Processor,https://www.newegg.com/intel-core-2-duo-e4600/p/N82E16819117489,35,intel,lga-775
Intel Core 2 Quad Q9550S Yorkfield Quad-Core 2.83 GHz LGA 775 65W BX80569Q9550S Desktop Processor,https://www.newegg.com/intel-core-2-quad-q9550s/p/N82E16819115210,116,intel,lga-775
Intel Core 2 Duo E4400 Allendale Dual-Core 2.0 GHz LGA 775 65W BX80557E4400 Processor,https://www.newegg.com/intel-core-2-duo-e4400/p/N82E16819115014,161,intel,lga-775
Intel Pentium D 805 Smithfield Dual-Core 2.66 GHz LGA 775 95W HH80551PE0672MN Desktop Processor,https://www.newegg.com/intel-pentium-d-805/p/N82E16819117463,79,intel,lga-775
Intel Core 2 Duo E7400 Wolfdale Dual-Core 2.8 GHz LGA 775 65W SLB9Y Desktop Processor,https://www.newegg.com/intel-core-2-duo-e7400/p/N82E16819116722,37,intel,lga-775
Intel Pentium 4 660 Prescott Single-Core 3.6 GHz LGA 775 JM80547PG1042MM Processor,https://www.newegg.com/intel-pentium-4-660/p/N82E16819116024,61,intel,lga-775
Intel Pentium E2160 Allendale Dual-Core 1.8 GHz LGA 775 65W SLA8Z Desktop Processor,https://www.newegg.com/intel-pentium-dual-core-pentium-e2160/p/N82E16819116710,12,intel,lga-775
Intel Core2 Duo E7500 Wolfdale Dual-Core 2.93 GHz LGA 775 65W BX80571E7500 Processor,https://www.newegg.com/intel-core-2-duo-core2-duo-e7500/p/N82E16819116903,17,intel,lga-775
Intel Celeron E3300 Wolfdale Dual-Core 2.5 GHz LGA 775 65W BX80571E3300 Processor,https://www.newegg.com/intel-celeron-dual-core-celeron-e3300/p/N82E16819116264,69,intel,lga-775
Intel Core 2 Extreme QX9770 Yorkfield Quad-Core 3.2 GHz LGA 775 136W EU80569XL088NL Processor,https://www.newegg.com/intel-core-2-extreme-qx9770/p/N82E16819115050,600,intel,lga-775
Intel Pentium D 920 Presler Dual-Core 2.8 GHz LGA 775 95W SL8WS Desktop Processor,https://www.newegg.com/intel-pentium-d-920/p/N82E16819116771,77,intel,lga-775
Intel Core 2 Extreme QX9650 Yorkfield Quad-Core 3.0 GHz LGA 775 130W EU80569XJ080NL Processor,https://www.newegg.com/intel-core-2-extreme-qx9650/p/N82E16819115035,437,intel,lga-775
Intel Core 2 Duo E4600 Allendale Dual-Core 2.4 GHz LGA 775 65W BX80557E4600 Processor,https://www.newegg.com/intel-core-2-duo-e4600/p/N82E16819115032,26,intel,lga-775
Intel Pentium 4 630 Prescott Single-Core 3.0 GHz LGA 775 BX80547PG3000F EM64T Processor,https://www.newegg.com/intel-pentium-4-630/p/N82E16819116198,155,intel,lga-775
INTEL Sla5D  Core 2 Duo E6400 Dualcore 2.13Ghz 2Mb L2 Cache 1066Mhz Fsb Socket Lga775 65Nm Processor Only,https://www.newegg.com/intel-core-2-duo-e6400/p/N82E16819116692,79,intel,lga-775
Intel Pentium 4 530J Prescott Single-Core 3.0 GHz LGA 775 BX80547PG3000EJ Processor,https://www.newegg.com/intel-pentium-4-530j/p/N82E16819116200,17,intel,lga-775
Intel Pentium D 830 Smithfield Dual-Core 3.0 GHz LGA 775 HH80551PG0802MN Processor,https://www.newegg.com/intel-pentium-d-830/p/N82E16819117490,79,intel,lga-775
Intel Core 2 Duo E8400 Wolfdale Dual-Core 3.0 GHz LGA 775 65W EU80570PJ0806M Processor,https://www.newegg.com/intel-core-2-duo-e8400/p/N82E16819115046,66,intel,lga-775
Intel Celeron E3500 Wolfdale Dual-Core 2.7 GHz LGA 775 65W BX80571E3500 Desktop Processor,https://www.newegg.com/intel-celeron-e3500/p/N82E16819116372,51,intel,lga-775
Intel Pentium D 915 Presler Dual-Core 2.8 GHz LGA 775 95W PD915-R Desktop Processor,https://www.newegg.com/intel-pentium-d-915/p/N82E16819116499,332,intel,lga-775
Intel Celeron E1200 Dual-Core 1.6 GHz LGA 775 65W BX80557E1200 Processor,https://www.newegg.com/intel-celeron-dual-core-celeron-e1200/p/N82E16819116064,90,intel,lga-775
Intel Celeron E3400 Wolfdale Dual-Core 2.6 GHz LGA 775 65W SLGTZ Desktop Processor,https://www.newegg.com/intel-celeron-dual-core-celeron-e3400/p/N82E16819116743,335,intel,lga-775
Intel Pentium E2140 Allendale Dual-Core 1.6 GHz LGA 775 65W BX80557E2140 Processor,https://www.newegg.com/intel-pentium-dual-core-pentium-e2140/p/N82E16819116037,122,intel,lga-775
Intel Pentium E6700 Wolfdale Dual-Core 3.2 GHz LGA 775 65W E6700 (SLGUF) Desktop Processor,https://www.newegg.com/intel-pentium-e6700/p/N82E16819116452,29,intel,lga-775
INTEL Sl7Pr  Pentium 4 520J 2.8Ghz 1Mb L2 Cache 800Mhz Fsb Socket775 Processor Only,https://www.newegg.com/intel-pentium-4-520j/p/N82E16819116678,129,intel,lga-775
Intel Core 2 Quad Q6700 Kentsfield Quad-Core 2.66 GHz LGA 775 95W BX80562Q6700 Processor,https://www.newegg.com/intel-core-2-quad-q6700/p/N82E16819115027,165,intel,lga-775
Intel Core 2 Duo E6600 Conroe Dual-Core 2.4 GHz LGA 775 65W BX80557E6600 Processor,https://www.newegg.com/intel-core-2-duo-e6600/p/N82E16819115003,198,intel,lga-775
INTEL Sl94R  Pentium D 930 3.0Ghz 4Mb L2 Cache 800Mhz Fsb Lga775 Socket 65Nm 95W Processor Only,https://www.newegg.com/intel-pentium-d-930/p/N82E16819116702,79,intel,lga-775
Intel Core 2 Duo E6300 Conroe Dual-Core 1.86 GHz LGA 775 HH80557PH0362M Processor,https://www.newegg.com/intel-core-2-duo-e6300/p/N82E16819115010,40,intel,lga-775
Intel Core 2 Duo E7400 Dual-Core 2.8 GHz LGA 775 65W AT80571PH0723M Desktop Processor,https://www.newegg.com/intel-core-2-duo-e7400/p/N82E16819117396,79,intel,lga-775
Intel Core2 Quad Q9400 Quad-Core 2.66 GHz LGA 775 95W Q9400 (SLB6B) Desktop Processor,https://www.newegg.com/intel-core-2-quad-core2-quad-q9400/p/N82E16819116432,49,intel,lga-775
Intel Core 2 Duo E6850 Conroe Dual-Core 3.0 GHz LGA 775 65W SLA9U Desktop Processor,https://www.newegg.com/intel-core-2-duo-e6850/p/N82E16819116765,59,intel,lga-775
Intel Celeron 430 Conroe-L Single-Core 1.8 GHz LGA 775 SL9XN Desktop Processor,https://www.newegg.com/intel-celeron-430/p/N82E16819116793,51,intel,lga-775
INTEL Sl7J5  Pentium4 2.8Ghz 1Mb L2 Cache 800Mhz Fsb Lga775 Socket Processor Only,https://www.newegg.com/amd-pentium-4-520/p/N82E16819116699,79,intel,lga-775
Intel Celeron D 336 Prescott Single-Core 2.8 GHz LGA 775 SL7TW Desktop Processor,https://www.newegg.com/intel-celeron-d-336/p/N82E16819116795,225,intel,lga-775
Intel Core 2 Quad Q8200S Yorkfield Quad-Core 2.33 GHz LGA 775 65W SLG9T Desktop Processor,https://www.newegg.com/intel-core-2-quad-q8200s/p/N82E16819116739,85,intel,lga-775
Intel Celeron 440 Conroe-L Single-Core 2.0 GHz LGA 775 SL9XL Desktop Processor,https://www.newegg.com/intel-celeron-440/p/N82E16819116794,430,intel,lga-775
Intel Core 2 Quad Q9300 Yorkfield Quad-Core 2.5 GHz LGA 775 95W BX80580Q9300 Processor,https://www.newegg.com/intel-core-2-quad-q9300/p/N82E16819115043,235,intel,lga-775
Intel Core 2 Quad Q9550 Yorkfield Quad-Core 2.83 GHz LGA 775 95W BX80569Q9550 Desktop Processor,https://www.newegg.com/intel-core-2-quad-q9550/p/N82E16819115041,360,intel,lga-775
Intel Pentium E2220 Conroe Dual-Core 2.4 GHz LGA 775 65W E2220 (SLA8W) Desktop Processor,https://www.newegg.com/intel-pentium-e2220/p/N82E16819116443,79,intel,lga-775
Intel Celeron D 336 Prescott Single-Core 2.8 GHz LGA 775 JM80547RE072CN Processor,https://www.newegg.com/intel-celeron-d-336/p/N82E16819112220,49,intel,lga-775
Intel Pentium E2180 Conroe Dual-Core 2.0 GHz LGA 775 65W SLA8Y Desktop Processor,https://www.newegg.com/intel-pentium-dual-core-pentium-e2180/p/N82E16819116687,16,intel,lga-775
Intel Wolfdale Dual-Core 2.93 GHz LGA 775 65W Desktop ProcessorAT80571PH0773M never used. Replacement only.,https://www.newegg.com/p/N82E16819117493,50,intel,lga-775
Intel Pentium E5300 Wolfdale Dual-Core 2.6 GHz LGA 775 65W E5300 (SLB9U) Desktop Processor,https://www.newegg.com/intel-pentium-dual-core-pentium-e5300/p/N82E16819116447,79,intel,lga-775
INTEL Sla3H  Pentium Dualcore E2160 1.8Ghz 1Mb L2 Cache 800Mhz Fsb 65Nm 65W Socket Lga775 Processor Only,https://www.newegg.com/intel-dual-core-pentium-e2160/p/N82E16819116708,79,intel,lga-775
Intel Pentium E6700 Wolfdale Dual-Core 3.2 GHz LGA 775 65W BX80571E6700 Desktop Processor,https://www.newegg.com/intel-pentium-e6700/p/N82E16819116370,140,intel,lga-775
Intel Pentium E5500 Wolfdale Dual-Core 2.8 GHz LGA 775 65W E5500 (SLGTJ) Desktop Processor,https://www.newegg.com/intel-pentium-e5500/p/N82E16819116449,35,intel,lga-775
Intel Core 2 Extreme QX9770 Yorkfield Quad-Core 3.2 GHz LGA 775 136W BX80569QX9770 Processor,https://www.newegg.com/p/274-000A-01MB7,549,intel,lga-775
Intel Xeon X3220 Kentsfield Dual-Core 2.4 GHz LGA 775 HH80562QH0568M Processor,https://www.newegg.com/intel-xeon-x3220/p/N82E16819117128,48,intel,lga-775
Intel Core2 Duo E7500 Wolfdale Dual-Core 2.93 GHz LGA 775 65W BX80571E7500 Processor,https://www.newegg.com/intel-core-2-duo-core2-duo-e7500/p/N82E16819115056,154,intel,lga-775
Intel Core 2 Duo E6700 Conroe Dual-Core 2.66 GHz LGA 775 65W SL9ZF Desktop Processor,https://www.newegg.com/intel-core-2-duo-e6700/p/N82E16819116696,79,intel,lga-775
Intel Pentium E5200 Wolfdale Dual-Core 2.5 GHz LGA 775 65W E5200 (SLAY7) Desktop Processor,https://www.newegg.com/intel-pentium-dual-core-pentium-e5200/p/N82E16819116444,25,intel,lga-775
Intel Pentium 4 630 Prescott Single-Core 3.0 GHz LGA 775 SL8Q7 Desktop Processor,https://www.newegg.com/intel-pentium-4-630/p/N82E16819116682,79,intel,lga-775
Intel Pentium 4 524 Prescott Single-Core 3.06 GHz LGA 775 BX80547PE3066E Processor,https://www.newegg.com/intel-pentium-4-524/p/N82E16819116014,226,intel,lga-775
Intel Core 2 Duo E6600 Conroe Dual-Core 2.4 GHz LGA 775 SL9S8 Desktop Processor,https://www.newegg.com/intel-core-2-duo-e6600/p/N82E16819116791,35,intel,lga-775
Intel Core 2 Duo E6550 Conroe Dual-Core 2.33 GHz LGA 775 65W HH80557PJ0534MG Processor,https://www.newegg.com/intel-core-2-duo-e6550/p/N82E16819117507,129,intel,lga-775
INTEL Sl7J8 Pentium 4 550 3.4Ghz 1 Mb L2 Cache 800Mhz Socketlga775 90Nm 115W Processor Only,https://www.newegg.com/intel-pentium-4-550/p/N82E16819116685?&quicklink=true,129,intel,lga-775
Intel Pentium 4 506 Prescott Single-Core 2.66 GHz LGA 775 BX80547PE2667EN Processor,https://www.newegg.com/intel-pentium-4-506/p/N82E16819116224,185,intel,lga-775
Intel Pentium 4 530 Prescott Single-Core 3.0 GHz LGA 775 BX80547PG3000E Processor,https://www.newegg.com/intel-pentium-4-530/p/N82E16819116184,115,intel,lga-775
Intel Core 2 Quad Q8400 Yorkfield Quad-Core 2.66 GHz LGA 775 95W BX80580Q8400 Processor,https://www.newegg.com/intel-core-2-quad-q8400/p/N82E16819115057,339,intel,lga-775
Intel Pentium 4 524 Prescott Single-Core 3.06 GHz LGA 775 84W SL9CA Desktop Processor,https://www.newegg.com/intel-pentium-4-524/p/N82E16819116769,79,intel,lga-775
Intel Pentium D 820 Smithfield Dual-Core 2.8 GHz LGA 775 95W HH80551PG0722MN Processor,https://www.newegg.com/intel-pentium-d-820/p/N82E16819117469,32,intel,lga-775
Intel Core 2 Duo E6600 Conroe Dual-Core 2.4 GHz LGA 775 65W SL9ZL Desktop Processor,https://www.newegg.com/intel-core-2-duo-e6600/p/N82E16819116695,79,intel,lga-775
Intel Pentium 4 531 Prescott Single-Core 3.0 GHz LGA 775 84W SL8HZ Desktop Processor,https://www.newegg.com/intel-pentium-4-531/p/N82E16819116700,390,intel,lga-775
Intel Pentium 4 631 Cedar Mill Single-Core 3.0 GHz LGA 775 SL9KG Desktop Processor,https://www.newegg.com/intel-pentium-4-631/p/N82E16819116766,225,intel,lga-775
Intel Core 2 Duo E6320 Conroe Dual-Core 1.86 GHz LGA 775 65W BX80557E6320 Processor,https://www.newegg.com/intel-core-2-duo-e6320/p/N82E16819115015,17,intel,lga-775
Intel Core 2 Duo E8200 Wolfdale Dual-Core 2.66 GHz LGA 775 65W SLAPP Desktop Processor,https://www.newegg.com/intel-core-2-duo-e8200/p/N82E16819116716,85,intel,lga-775
INTEL Slgu4 Celeron E3300 2.5Ghz 1Mb L2 Cache 800Mhz Fsb Socket Lga775 45Nm 65W Desktop Processor Only,https://www.newegg.com/intel-celeron-dual-core-celeron-e3300/p/N82E16819116744,129,intel,lga-775
Intel Pentium D 915 Presler Dual-Core 2.8 GHz LGA 775 95W SL9DA Desktop Processor,https://www.newegg.com/intel-pentium-d-915/p/N82E16819116689,79,intel,lga-775
Intel Core 2 Duo E7200 Wolfdale-3M Dual-Core 2.53 GHz LGA 775 65W SLAPC Desktop Processor,https://www.newegg.com/intel-core-2-duo-e7200/p/N82E16819117472,47,intel,lga-775
Intel Pentium E5200 Wolfdale Dual-Core 2.5 GHz LGA 775 65W BX80571E5200 Desktop Processor,https://www.newegg.com/intel-pentium-dual-core-pentium-e5200/p/N82E16819116072,79,intel,lga-775
INTEL Sl7J8 Pentium 4 550 3.4Ghz 1 Mb L2 Cache 800Mhz Socketlga775 90Nm 115W Processor Only,https://www.newegg.com/intel-pentium-4-550/p/N82E16819116685,129,intel,lga-775
Intel Core 2 Quad Q9400S Yorkfield Quad-Core 2.66 GHz LGA 775 65W BX80580Q9400S Desktop Processor,https://www.newegg.com/intel-core-2-quad-q9400s/p/N82E16819115209,77,intel,lga-775
Intel Celeron 440 Conroe-L Single-Core 2.0 GHz LGA 775 35W BX80557440 Processor,https://www.newegg.com/intel-celeron-440/p/N82E16819116038,97,intel,lga-775
Intel Core 2 Duo E6600 Conroe Dual-Core 2.4 GHz LGA 775 HH80557PH0564M Processor,https://www.newegg.com/intel-core-2-duo-e6600/p/N82E16819115008,41,intel,lga-775
Intel Core 2 Quad Q6600 Kentsfield Quad-Core 2.4 GHz LGA 775 105W BX80562Q6600 Processor,https://www.newegg.com/intel-core-2-quad-q6600/p/N82E16819115017,250,intel,lga-775
Intel Pentium E2200 Conroe Dual-Core 2.2 GHz LGA 775 65W E2200 (SLA8X) Desktop Processor,https://www.newegg.com/intel-dual-core-pentium-e2200/p/N82E16819116442,75,intel,lga-775
Intel Core 2 Duo E8600 Wolfdale Dual-Core 3.33 GHz LGA 775 65W BX80570E8600 Processor,https://www.newegg.com/intel-core-2-duo-e8600/p/N82E16819115054,85,intel,lga-775
Intel Core 2 Duo E6400 Conroe Dual-Core 2.13 GHz LGA 775 65W BX80557E6400 Processor,https://www.newegg.com/intel-core-2-duo-e6400/p/N82E16819115004,16,intel,lga-775
Intel Core 2 Duo E6400 Conroe Dual-Core 2.13 GHz LGA 775 65W SL9T9 Desktop Processor,https://www.newegg.com/intel-core-2-duo-e6400/p/N82E16819116693,19,intel,lga-775
Intel Pentium D 820 Smithfield Dual-Core 2.8 GHz LGA 775 95W PD 820 (SL88T) Desktop Processor,https://www.newegg.com/intel-pentium-d-820/p/N82E16819116438,70,intel,lga-775
Intel Core 2 Duo E4300 Allendale Dual-Core 1.8 GHz LGA 775 65W E4300 (E4300) Desktop Processor,https://www.newegg.com/intel-core-2-duo-e4300/p/N82E16819116422,79,intel,lga-775
Intel Core 2 Duo E8500 Wolfdale Dual-Core 3.16 GHz LGA 775 65W BX80570E8500 Processor,https://www.newegg.com/intel-core-2-duo-e8500/p/N82E16819115036?&quicklink=true,225,intel,lga-775
Intel Pentium Dual-Core E5400 Wolfdale Dual-Core 2.7 GHz LGA 775 65W E5400 (SLGTK) Desktop Processor,https://www.newegg.com/intel-pentium-dual-core-e5400/p/N82E16819116448,35,intel,lga-775
Intel Core 2 Duo E6300 Conroe Dual-Core 1.86 GHz LGA 775 65W BX80557E6300 Processor,https://www.newegg.com/intel-core-2-duo-e6300/p/N82E16819115005,17,intel,lga-775
INTEL Sl7Z7  Pentium4 650 3.4Ghz 2Mb L2 Cache 800Mhz Fsb Socket775 90Nm Hyperthreading Processor Only,https://www.newegg.com/intel-pentium-4-650/p/N82E16819116819,129,intel,lga-775
Intel Core 2 Quad Q6600 Kentsfield Quad-Core 2.4 GHz LGA 775 100W Q6600 (SLACR) Desktop Processor,https://www.newegg.com/intel-core-2-quad-q6600/p/N82E16819116429,59,intel,lga-775
Intel Celeron D 336 Prescott Single-Core 2.8 GHz LGA 775 84W BX80547RE2800CN Processor,https://www.newegg.com/intel-celeron-d-336/p/N82E16819112205,129,intel,lga-775
Intel Pentium E5500 Wolfdale Dual-Core 2.8 GHz LGA 775 65W E5500 (SLGTJ) Desktop Processor,https://www.newegg.com/intel-pentium-e5500/p/N82E16819116449,35,intel,lga-775
Intel Core 2 Duo E6420 Conroe Dual-Core 2.13 GHz LGA 775 65W BX80557E6420 Processor,https://www.newegg.com/intel-core-2-duo-e6420/p/N82E16819115016,255,intel,lga-775
Intel Core 2 Extreme QX9650 Yorkfield Quad-Core 3.0 GHz LGA 775 130W EU80569XJ080NL Processor,https://www.newegg.com/p/274-000A-01MB8,399,intel,lga-775
Intel Pentium 4 651 Cedar Mill Single-Core 3.4 GHz LGA 775 65W P4651-R Desktop Processor,https://www.newegg.com/intel-pentium-4-651/p/N82E16819116418,51,intel,lga-775
Intel Core 2 Duo E6750 Conroe Dual-Core 2.66 GHz LGA 775 65W SLA9V Desktop Processor,https://www.newegg.com/intel-core-2-duo-e6750/p/N82E16819116697,225,intel,lga-775
Intel Core 2 Duo E8400 Dual-Core 3.0 GHz LGA 775 65W AT80570PJ0806M Desktop Processor,https://www.newegg.com/intel-core-2-duo-e8400/p/N82E16819117395,79,intel,lga-775
Intel Core 2 Duo E6700 Conroe Dual-Core 2.66 GHz LGA 775 65W BX80557E6700 Processor,https://www.newegg.com/intel-core-2-duo-e6700/p/N82E16819115002,41,intel,lga-775
Intel Pentium E5700 Wolfdale Dual-Core 3.0 GHz LGA 775 65W SLGTH Desktop Processor,https://www.newegg.com/intel-pentium-e5700/p/N82E16819116742,79,intel,lga-775
Intel Pentium E5300 Wolfdale Dual-Core 2.6 GHz LGA 775 65W E5300 (SLGTL) Desktop Processor,https://www.newegg.com/intel-pentium-dual-core-pentium-e5300/p/N82E16819116446,225,intel,lga-775
Intel Pentium 4 640 Prescott Single-Core 3.2 GHz LGA 775 84W BX80547PG3200F Processor,https://www.newegg.com/intel-pentium-4-640/p/N82E16819116197,35,intel,lga-775
Intel Core 2 Extreme X6800 Conroe Dual-Core 2.93 GHz LGA 775 75W BX80557X6800 Processor,https://www.newegg.com/intel-core-2-extreme-x6800/p/N82E16819115001,717,intel,lga-775
Intel Pentium E5200 Wolfdale Dual-Core 2.5 GHz LGA 775 65W E5200 (SLB9T) Desktop Processor,https://www.newegg.com/intel-pentium-dual-core-pentium-e5200/p/N82E16819116445,79,intel,lga-775
Intel Pentium D 925 Presler Dual-Core 3.0 GHz LGA 775 95W BX80553925 Processor,https://www.newegg.com/intel-pentium-d-925/p/N82E16819116254,23,intel,lga-775
Intel Pentium 4 540J Prescott Single-Core 3.2 GHz LGA 775 SL7PW Desktop Processor,https://www.newegg.com/intel-pentium-4-540j/p/N82E16819116683,350,intel,lga-775
Intel Pentium E6300 Wolfdale Dual-Core 2.8 GHz LGA 775 65W BX80571E6300 Processor,https://www.newegg.com/intel-pentium-e6300/p/N82E16819116091,95,intel,lga-775
Intel E8500 Wolfdale Dual-Core 3.167 GHz LGA 775 65W AT80570PJ0876M Desktop Processor,https://www.newegg.com/intel-core-2-duo-e8500/p/N82E16819117320,45,intel,lga-775
Intel Celeron 450 Conroe-L Single-Core 2.2 GHz LGA 775 35W SLAFZ Desktop Processor,https://www.newegg.com/intel-celeron-450/p/N82E16819116714,38,intel,lga-775
Intel Core 2 Duo E6300 Conroe Dual-Core 1.86 GHz LGA 775 65W SL9SA Desktop Processor,https://www.newegg.com/intel-core-2-duo-e6300/p/N82E16819116690,9,intel,lga-775
