product,product-href,price,cpu-type,socket
Intel Core 2 Quad Q8300 Yorkfield Quad-Core 2.5 GHz LGA 775 95W BX80580Q8300 Desktop Processor,https://www.newegg.com/intel-core-2-quad-q8300/p/N82E16819115207,133,intel,lga-775
Intel Pentium D 920 Presler Dual-Core 2.8 GHz LGA 775 SL94S Desktop Processor,https://www.newegg.com/intel-pentium-d-920/p/N82E16819116817,375,intel,lga-775
Intel Celeron E3400 Dual-Core 2.6 GHz LGA 775 65W AT80571RG0641ML Desktop Processor,https://www.newegg.com/intel-celeron-dual-core-celeron-e3400/p/N82E16819117324,47,intel,lga-775
Intel Pentium E6500 Wolfdale Dual-Core 2.93 GHz LGA 775 65W E6500 (SLGUH) Desktop Processor,https://www.newegg.com/intel-pentium-e6500/p/N82E16819116450,79,intel,lga-775
Intel Celeron 440 Conroe-L Single-Core 2.0 GHz LGA 775 SL9XL Desktop Processor,https://www.newegg.com/intel-celeron-440/p/N82E16819116794,430,intel,lga-775
Intel Pentium D 925 Dual-Core 3.0 GHz LGA 775 95W PD 925 (SL9KA) Desktop Processor,https://www.newegg.com/intel-pentium-d-925/p/N82E16819116440,79,intel,lga-775
Intel Pentium 4 524 Prescott Single-Core 3.06 GHz LGA 775 84W P4 524 (SL8ZZ) Desktop Processor,https://www.newegg.com/intel-pentium-4-524/p/N82E16819116433,320,intel,lga-775
Intel Core 2 Quad Q8200 Quad-Core 2.33 GHz LGA 775 95W BX80580Q8200 Processor,https://www.newegg.com/intel-core-2-quad-q8200/p/N82E16819115055,227,intel,lga-775
Intel Celeron 420 Conroe-L Single-Core 1.6 GHz LGA 775 HH80557RG025512 Desktop Processor,https://www.newegg.com/intel-celeron-420/p/N82E16819116792,225,intel,lga-775
Intel Pentium E5300 Wolfdale Dual-Core 2.6 GHz LGA 775 65W BX80571E5300 Desktop Processor,https://www.newegg.com/intel-pentium-dual-core-pentium-e5300/p/N82E16819116074,85,intel,lga-775
Intel Pentium 4 521 Prescott 2.8GHz LGA 775 84W EM64T Processor HH80547PG0721MM Like New,https://www.newegg.com/intel-pentium-4-521/p/N82E16819117494,225,intel,lga-775
Intel Pentium D 945 Presler Dual-Core 3.4 GHz LGA 775 95W SL9QB Desktop Processor,https://www.newegg.com/intel-pentium-d-945/p/N82E16819116772,79,intel,lga-775
Intel Pentium D 830 Smithfield Dual-Core 3.0 GHz LGA 775 HH80551PG0802MN Processor,https://www.newegg.com/intel-pentium-d-830/p/N82E16819116251,99,intel,lga-775
Intel Core 2 Duo E6750 Conroe Dual-Core 2.66 GHz LGA 775 65W BX80557E6750 Processor,https://www.newegg.com/intel-core-2-duo-e6750/p/N82E16819115029,149,intel,lga-775
Intel Pentium E2220 Allendale Dual-Core 2.4 GHz LGA 775 65W BX80557E2220 Processor,https://www.newegg.com/intel-pentium-e2220/p/N82E16819116070,62,intel,lga-775
Intel Core 2 Extreme QX6800 Kentsfield 2.93GHz LGA 775 130W Quad-Core Processor Model BX80562QX6800,https://www.newegg.com/intel-core-2-extreme-qx6800/p/N82E16819115021,"1,416",intel,lga-775
Intel Pentium E5800 Wolfdale Dual-Core 3.2 GHz LGA 775 65W BX80571E5800 Desktop Processor,https://www.newegg.com/intel-pentium-e5800/p/N82E16819116385,110,intel,lga-775
Intel Core 2 Duo E8200 Wolfdale Dual-Core 2.66 GHz LGA 775 65W BX80570E8200 Processor,https://www.newegg.com/intel-core-2-duo-e8200/p/N82E16819115038,null,intel,lga-775
Intel Core 2 Duo E4500 Allendale Dual-Core 2.2 GHz LGA 775 65W E4500 (SLA95) Desktop Processor,https://www.newegg.com/intel-core-2-duo-e4500/p/N82E16819116423,11,intel,lga-775
INTEL Slgtg Pentium Dualcore E5800 3.2Ghz 2Mb L2 Cache 800Mhz Fsb Lga775 Socket 45Nm 65W Desktop Processor Only,https://www.newegg.com/intel-pentium-e5800/p/N82E16819116741,39,intel,lga-775
Intel Pentium 4 630 Prescott Single-Core 3.0 GHz LGA 775 84W JM80547PG0802MM Processor,https://www.newegg.com/intel-pentium-4-630/p/N82E16819116016,99,intel,lga-775
Intel Core 2 Quad Q8400S Quad-Core 2.66 GHz LGA 775 65W BX80580Q8400S Processor,https://www.newegg.com/intel-core-2-quad-q8400s/p/N82E16819115058,51,intel,lga-775
Intel Core 2 Duo E4400 Allendale Dual-Core 2.0 GHz LGA 775 65W HH80557PG0412M Processor,https://www.newegg.com/intel-core-2-duo-e4400/p/N82E16819117487,129,intel,lga-775
Intel Celeron 420 Conroe-L Single-Core 1.6 GHz LGA 775 35W SL9XP Desktop Processor,https://www.newegg.com/intel-celeron-420/p/N82E16819116707,69,intel,lga-775
Intel Pentium E2180 Conroe Dual-Core 2.0 GHz LGA 775 65W SLA8Y Desktop Processor,https://www.newegg.com/intel-pentium-dual-core-pentium-e2180/p/N82E16819116687?&quicklink=true,16,intel,lga-775
Intel Pentium E6600 Wolfdale Dual-Core 3.06 GHz LGA 775 65W BX80571E6600 Desktop Processor,https://www.newegg.com/intel-pentium-e6600/p/N82E16819116347,156,intel,lga-775
Intel Core 2 Duo E6320 Conroe Dual-Core 1.86 GHz LGA 775 HH80557PH0364M Processor,https://www.newegg.com/intel-core-2-duo-e6320/p/N82E16819115024,295,intel,lga-775
Intel Core 2 Duo E6550 Conroe Dual-Core 2.33 GHz LGA 775 65W SLA9X Desktop Processor,https://www.newegg.com/intel-core-2-duo-e6550/p/N82E16819116694,19,intel,lga-775
Intel Pentium 4 641 Cedar Mill Single-Core 3.2 GHz LGA 775 P4 641 (SL9KF) Desktop Processor,https://www.newegg.com/intel-pentium-4-641/p/N82E16819116434,79,intel,lga-775
Intel Pentium D 950 Presler Dual-Core 3.4 GHz LGA 775 BX80553950 Processor,https://www.newegg.com/intel-pentium-d-950/p/N82E16819116240,219,intel,lga-775
Intel Pentium D 805 Smithfield Dual-Core 2.66 GHz LGA 775 95W SL8ZH Desktop Processor,https://www.newegg.com/intel-pentium-d-805/p/N82E16819116770,79,intel,lga-775
Intel Core 2 Duo E6400 Conroe Dual-Core 2.13 GHz LGA 775 65W SL9S9 Desktop Processor,https://www.newegg.com/intel-core-2-duo-e6400/p/N82E16819116713,29,intel,lga-775
Intel Core 2 Duo E4500 Allendale Dual-Core 2.2 GHz LGA 775 65W HH80557PG0492M Processor,https://www.newegg.com/intel-core-2-duo-e4500/p/N82E16819117488,79,intel,lga-775
Intel Celeron 430 Conroe-L Single-Core 1.8 GHz LGA 775 35W BX80557430 Processor,https://www.newegg.com/intel-celeron-430/p/N82E16819116039,100,intel,lga-775
Intel Pentium D 820 Smithfield Dual-Core 2.8 GHz LGA 775 PD 820 (SL8CP) Desktop Processor,https://www.newegg.com/intel-pentium-d-820/p/N82E16819116439,79,intel,lga-775
Intel Core 2 Extreme QX9770 Yorkfield Quad-Core 3.2 GHz LGA 775 136W BX80569QX9770 Processor,https://www.newegg.com/intel-core-2-extreme-qx9770/p/N82E16819115051,600,intel,lga-775
Intel Pentium 4 550 Prescott Single-Core 3.4 GHz LGA 775 JM80547PG0961M Processor,https://www.newegg.com/intel-pentium-4-550/p/N82E16819116209,268,intel,lga-775
Intel Pentium 4 550 Prescott Single-Core 3.4 GHz LGA 775 115W SL7PY Desktop Processor,https://www.newegg.com/intel-pentium-4-550/p/N82E16819116684,225,intel,lga-775
Intel Core 2 Duo E7600 Wolfdale Dual-Core 3.06 GHz LGA 775 65W BX80571E7600 Processor,https://www.newegg.com/intel-core-2-duo-e7600/p/N82E16819115059,227,intel,lga-775
Intel Pentium Dual-Core E6500 Wolfdale Dual-Core 2.93 GHz LGA 775 65W BX80571E6500 Processor,https://www.newegg.com/intel-pentium-dual-core-e6500/p/N82E16819116093,138,intel,lga-775
